label,m,n,k,dtype,iters,avg_ms,p50_ms,p99_ms,avg_tflops,p50_tflops,p99_tflops,physical_gpu,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
node2_gpu0,16384,16384,16384,bf16,50,5.983389904722571,6.040766020305455,6.462141987867653,1470.0852129434882,1456.1221197180587,1361.1729730981185,0,2062,3996,1950,3996
node2_gpu1,16384,16384,16384,bf16,50,5.755432264413685,5.8864300372079015,6.169694010168314,1528.3114487499008,1494.3001049206785,1425.693560768346,1,2062,3996,1950,3996
node2_gpu2,16384,16384,16384,bf16,50,5.703366999514401,5.82531001418829,6.250461970921606,1542.2631969776662,1509.978524882622,1407.2708646383542,2,2062,3996,1950,3996
node2_gpu3,16384,16384,16384,bf16,50,5.703370213741437,5.759326042607427,5.912029999308288,1542.2623278101603,1527.2781844845397,1487.829565011874,3,2062,3996,1950,3996
