run_id,label,file_size,runtime_s,numjobs,iodepth,seq_write_bw_mb_s,seq_read_bw_mb_s,rand_read_iops,rand_write_iops,rand_read_p99_lat_ms,rand_write_p99_lat_ms
2026-02-24_localhost_fullsuite_r8,localhost,8G,15,4,64,634.5038976669312,1239.002932548523,53818.527158,28118.336106,,
