timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/03/08 04:53:14.462, 0, 0, 0, 148970, 183359, 157.57
2026/03/08 04:53:14.489, 0, 0, 0, 148970, 183359, 157.57
2026/03/08 04:53:15.519, 0, 0, 0, 148970, 183359, 157.27
2026/03/08 04:53:16.549, 0, 0, 0, 148970, 183359, 157.80
2026/03/08 04:53:17.582, 0, 0, 0, 148970, 183359, 157.83
2026/03/08 04:53:18.612, 0, 0, 0, 148970, 183359, 157.55
2026/03/08 04:53:19.644, 0, 0, 0, 148970, 183359, 157.60
2026/03/08 04:53:20.673, 0, 0, 0, 148970, 183359, 157.56
2026/03/08 04:53:21.704, 0, 0, 0, 148970, 183359, 157.66
2026/03/08 04:53:22.734, 0, 0, 0, 148970, 183359, 157.66
2026/03/08 04:53:23.763, 0, 0, 0, 148970, 183359, 157.43
2026/03/08 04:53:24.795, 0, 0, 0, 148970, 183359, 157.41
2026/03/08 04:53:25.824, 0, 0, 0, 148970, 183359, 157.33
2026/03/08 04:53:26.855, 0, 0, 0, 148970, 183359, 157.32
2026/03/08 04:53:27.883, 0, 0, 0, 148970, 183359, 157.33
2026/03/08 04:53:28.913, 0, 0, 0, 148970, 183359, 159.74
2026/03/08 04:53:29.940, 0, 0, 0, 148970, 183359, 157.42
2026/03/08 04:53:30.971, 0, 82, 13, 148970, 183359, 187.15
2026/03/08 04:53:32.001, 0, 96, 20, 148970, 183359, 574.09
2026/03/08 04:53:33.031, 0, 31, 12, 148970, 183359, 473.80
2026/03/08 04:53:34.057, 0, 32, 14, 148970, 183359, 283.68
2026/03/08 04:53:35.086, 0, 33, 14, 148970, 183359, 266.14
2026/03/08 04:53:36.112, 0, 31, 14, 148970, 183359, 280.65
2026/03/08 04:53:37.142, 0, 33, 15, 148970, 183359, 276.94
2026/03/08 04:53:38.170, 0, 33, 15, 148970, 183359, 279.24
2026/03/08 04:53:39.199, 0, 34, 15, 148970, 183359, 251.80
2026/03/08 04:53:40.226, 0, 33, 15, 148970, 183359, 274.79
2026/03/08 04:53:41.260, 0, 33, 15, 148970, 183359, 278.53
2026/03/08 04:53:42.286, 0, 33, 15, 148970, 183359, 284.94
2026/03/08 04:53:43.315, 0, 33, 15, 148970, 183359, 265.82
2026/03/08 04:53:44.343, 0, 33, 15, 148970, 183359, 302.29
2026/03/08 04:53:45.372, 0, 32, 14, 148970, 183359, 267.45
2026/03/08 04:53:46.399, 0, 33, 15, 148970, 183359, 278.29
2026/03/08 04:53:47.425, 0, 33, 15, 148970, 183359, 273.97
2026/03/08 04:53:48.456, 0, 32, 14, 148970, 183359, 286.76
2026/03/08 04:53:49.483, 0, 33, 15, 148970, 183359, 257.32
2026/03/08 04:53:50.514, 0, 32, 14, 148970, 183359, 270.45
2026/03/08 04:53:51.543, 0, 33, 15, 148970, 183359, 274.45
2026/03/08 04:53:52.575, 0, 33, 15, 148970, 183359, 274.96
2026/03/08 04:53:53.604, 0, 34, 15, 148970, 183359, 289.63
2026/03/08 04:53:54.637, 0, 31, 14, 148970, 183359, 302.80
2026/03/08 04:53:55.668, 0, 33, 15, 148970, 183359, 286.11
2026/03/08 04:53:56.698, 0, 33, 15, 148970, 183359, 270.19
2026/03/08 04:53:57.726, 0, 34, 15, 148970, 183359, 280.40
2026/03/08 04:53:58.760, 0, 33, 15, 148970, 183359, 260.79
2026/03/08 04:53:59.787, 0, 33, 15, 148970, 183359, 272.08
2026/03/08 04:54:00.816, 0, 32, 15, 148970, 183359, 273.24
2026/03/08 04:54:01.844, 0, 34, 15, 148970, 183359, 272.02
2026/03/08 04:54:02.873, 0, 33, 15, 148970, 183359, 268.13
2026/03/08 04:54:03.901, 0, 34, 15, 148970, 183359, 269.48
2026/03/08 04:54:04.931, 0, 33, 15, 148970, 183359, 272.59
2026/03/08 04:54:05.960, 0, 34, 15, 148970, 183359, 290.65
2026/03/08 04:54:06.990, 0, 27, 12, 148970, 183359, 274.09
2026/03/08 04:54:08.018, 0, 35, 16, 148970, 183359, 277.97
2026/03/08 04:54:09.050, 0, 27, 12, 148970, 183359, 259.42
