timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/03/08 04:42:50.404, 0, 0, 0, 148970, 183359, 169.11
2026/03/08 04:42:50.432, 0, 0, 0, 148970, 183359, 169.11
2026/03/08 04:42:51.463, 0, 0, 0, 148970, 183359, 157.42
2026/03/08 04:42:52.494, 0, 0, 0, 148970, 183359, 157.35
2026/03/08 04:42:53.525, 0, 0, 0, 148970, 183359, 157.10
2026/03/08 04:42:54.555, 0, 0, 0, 148970, 183359, 157.22
2026/03/08 04:42:55.585, 0, 0, 0, 148970, 183359, 157.12
2026/03/08 04:42:56.615, 0, 0, 0, 148970, 183359, 157.20
2026/03/08 04:42:57.647, 0, 0, 0, 148970, 183359, 159.64
2026/03/08 04:42:58.676, 0, 0, 0, 148970, 183359, 157.14
2026/03/08 04:42:59.706, 0, 0, 0, 148970, 183359, 157.13
2026/03/08 04:43:00.732, 0, 0, 0, 148970, 183359, 157.15
2026/03/08 04:43:01.761, 0, 0, 0, 148970, 183359, 156.98
2026/03/08 04:43:02.791, 0, 29, 5, 148970, 183359, 182.07
2026/03/08 04:43:03.823, 0, 24, 9, 148970, 183359, 218.45
2026/03/08 04:43:04.853, 0, 26, 11, 148970, 183359, 226.53
2026/03/08 04:43:05.882, 0, 26, 11, 148970, 183359, 237.73
2026/03/08 04:43:06.911, 0, 26, 12, 148970, 183359, 239.25
2026/03/08 04:43:07.941, 0, 26, 11, 148970, 183359, 240.87
2026/03/08 04:43:08.971, 0, 27, 12, 148970, 183359, 236.23
2026/03/08 04:43:10.003, 0, 26, 12, 148970, 183359, 240.56
2026/03/08 04:43:11.034, 0, 27, 12, 148970, 183359, 252.49
2026/03/08 04:43:12.062, 0, 27, 12, 148970, 183359, 245.96
2026/03/08 04:43:13.093, 0, 27, 12, 148970, 183359, 247.06
2026/03/08 04:43:14.123, 0, 28, 13, 148970, 183359, 255.22
2026/03/08 04:43:15.154, 0, 27, 13, 148970, 183359, 247.38
2026/03/08 04:43:16.184, 0, 27, 13, 148970, 183359, 259.64
2026/03/08 04:43:17.216, 0, 27, 12, 148970, 183359, 248.85
2026/03/08 04:43:18.246, 0, 27, 12, 148970, 183359, 246.19
2026/03/08 04:43:19.278, 0, 27, 12, 148970, 183359, 249.24
2026/03/08 04:43:20.306, 0, 27, 12, 148970, 183359, 247.71
