label,m,n,k,dtype,iters,avg_ms,p50_ms,p99_ms,avg_tflops,p50_tflops,p99_tflops,physical_gpu,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
localhost_gpu0,16384,16384,16384,bf16,50,6.903510931879282,6.909449119120836,6.9338311441242695,1274.1477646669732,1273.0527239669755,1268.576179513949,0,1965,3996,1155,3996
